file,filename,num_tracks,total_notes,programs,tempos,time_signatures,key_signatures,duration_secs
..\..\data\pchsncrm.mid,pchsncrm.mid,2,1942,{0},86.00005160003096,2/4,C,274.0083333333333
..\..\data\peacepln.mid,peacepln.mid,2,2644,{0},100.0,2/4,C,318.01666666666665
..\..\data\peachern.mid,peachern.mid,2,2450,{0},97.9999836666694,2/4,Eb,301.0083333333333
..\..\data\peanuts.mid,peanuts.mid,2,1853,{0},97.9999836666694,2/4,C,265.59166666666664
..\..\data\pegasus.mid,pegasus.mid,2,2499,{0},82.00003553334874,2/4,C,275.35
..\..\data\pettcoat.mid,pettcoat.mid,2,2470,{0},169.66982252536565,4/4,C,523.175
..\..\data\pflhenry.mid,pflhenry.mid,2,2285,{0},160.0,4/4,C,506.0083333333333
..\..\data\pickanny.mid,pickanny.mid,3,1698,"{0, 73}",107.99991360006912,4/4,Bb,280.0104166666667
..\..\data\pineappl.mid,pineappl.mid,2,2802,{0},91.80994118043101,2/4,Bb,318.01666666666665
..\..\data\pklspepr.mid,pklspepr.mid,2,2179,{0},87.82998457119938,2/4,Ab,286.51666666666665
..\..\data\plsntmmt.mid,plsntmmt.mid,2,1578,{0},126.8000321226748,3/4,G,387.01666666666665
..\..\data\poison.mid,poison.mid,2,2763,{0},83.99996640001343,2/4,Eb,298.01666666666665
..\..\data\poisoniv.mid,poisoniv.mid,2,1714,{0},88.00002346667293,2/4,F,235.05
..\..\data\policykg.mid,policykg.mid,2,2100,{0},80.39996301601701,2/4,C,293.0083333333333
..\..\data\powderrg.mid,powderrg.mid,2,3191,{0},173.99979120025057,4/4,C,635.0083333333333
..\..\data\prideobt.mid,prideobt.mid,2,1769,{0},85.00004250002125,2/4,F,211.00833333333333
..\..\data\princess.mid,princess.mid,2,1959,{0},77.99997660000702,2/4,C,243.00833333333333
..\..\data\pssmttrs.mid,pssmttrs.mid,2,1859,{0},177.99981606685674,4/4,Ab,536.0083333333333
..\..\data\qnoflove.mid,qnoflove.mid,2,2494,{0},210.00021000021,4/4,Ab,728.0083333333333
..\..\data\qnraglin.mid,qnraglin.mid,2,2306,{0},109.99990833340972,2/4,Ab,332.0083333333333
..\..\data\quality.mid,quality.mid,2,2776,{0},93.99998120000376,2/4,Ab,298.01666666666665
..\..\data\queenrag.mid,queenrag.mid,2,2474,{0},77.99997660000702,2/4,F,259.0083333333333
..\..\data\ragbaby.mid,ragbaby.mid,2,1695,{0},83.99996640001343,2/4,D,235.00833333333333
..\..\data\ragbag.mid,ragbag.mid,2,1771,{0},69.99998833333528,2/4,Eb,267.0083333333333
..\..\data\ragbetty.mid,ragbetty.mid,2,2445,{0},86.00005160003096,2/4,Bb,298.01666666666665
..\..\data\ragdance.mid,ragdance.mid,3,2757,{0},90.07994595203243,2/4,Bb,318.01666666666665
..\..\data\raggyrag.mid,raggyrag.mid,2,2257,{0},48.0,2/4,C,237.00833333333333
..\..\data\ragpckrs.mid,ragpckrs.mid,2,2703,{0},86.00005160003096,2/4,G,334.0083333333333
..\..\data\ragterry.mid,ragterry.mid,2,2251,{0},98.25000368437514,2/4,G,258.01666666666665
..\..\data\ragtown.mid,ragtown.mid,2,5338,{0},80.0,2/4,Eb,747.0083333333333
..\..\data\railroad.mid,railroad.mid,2,973,{0},160.0,4/4,Eb,207.09166666666667
..\..\data\rainbow.mid,rainbow.mid,2,2786,{0},104.99992125005906,2/4,Bb,373.0083333333333
..\..\data\rats.mid,rats.mid,2,2075,{0},92.3599822668834,2/4,Bb,180.09166666666667
..\..\data\rattler.mid,rattler.mid,2,2692,{0},91.89993934604003,2/4,G,261.925
..\..\data\rbbrplnt.mid,rbbrplnt.mid,2,1783,{0},89.9999550000225,2/4,C,236.00833333333333
..\..\data\redpeppr.mid,redpeppr.mid,2,2113,{0},83.99996640001343,2/4,C,288.01666666666665
..\..\data\redpeprs.mid,redpeprs.mid,2,2490,{0},94.99999208333399,2/4,C,307.0083333333333
..\..\data\redrose.mid,redrose.mid,2,1203,{0},96.0,2/4,C,137.34166666666667
..\..\data\reflectn.mid,reflectn.mid,2,2716,{0},83.95001616037811,2/4,Bb,358.01666666666665
..\..\data\reindeer.mid,reindeer.mid,2,2428,{0},88.00002346667293,2/4,G,500.0083333333333
..\..\data\rgalydrm.mid,rgalydrm.mid,2,2628,{0},83.99996640001343,2/4,Eb,283.0083333333333
..\..\data\rgmedley.mid,rgmedley.mid,2,2740,{0},91.99998773333498,2/4,G,321.0083333333333
..\..\data\rgs2burn.mid,rgs2burn.mid,2,3992,{0},160.80014150412453,4/4,Bb,1015.3416666666667
..\..\data\rgsnttrs.mid,rgsnttrs.mid,2,2099,{0},94.99999208333399,2/4,F,299.0083333333333
..\..\data\richmond.mid,richmond.mid,2,1643,{0},100.0,2/4,C,204.00833333333333
..\..\data\ripples.mid,ripples.mid,2,1861,{0},91.99998773333498,2/4,C,279.05833333333334
..\..\data\rivrside.mid,rivrside.mid,2,2286,{0},89.9999550000225,2/4,C,269.0083333333333
..\..\data\robardna.mid,robardna.mid,2,2926,{0},100.0,2/4,C,364.0083333333333
..\..\data\rosebudm.mid,rosebudm.mid,2,2488,{0},174.39021554630642,6/8,G,510.55
..\..\data\roseleaf.mid,roseleaf.mid,2,3053,{0},79.09994805770077,2/4,C,318.01666666666665
..\..\data\royflush.mid,royflush.mid,2,1939,{0},91.99998773333498,2/4,G,267.9166666666667
..\..\data\rtchimes.mid,rtchimes.mid,2,1871,{0},91.99998773333498,2/4,G,266.0083333333333
..\..\data\rtnghtng.mid,rtnghtng.mid,2,2821,{0},72.50001812500453,2/4,Eb,278.01666666666665
..\..\data\rtnitemr.mid,rtnitemr.mid,2,1199,{0},86.00005160003096,2/4,C,149.525
..\..\data\rtoriole.mid,rtoriole.mid,2,2979,{0},86.00005160003096,2/4,Ab,334.0083333333333
..\..\data\rtviolin.mid,rtviolin.mid,3,1713,"{0, 85}",130.00013000013,4/4,D,345.0083333333333
..\..\data\rzzamzza.mid,rzzamzza.mid,2,1703,{0},96.05994140343574,2/4,F,278.01666666666665
..\..\data\saphorag.mid,saphorag.mid,2,2265,{0},72.00002880001152,2/4,Bb,277.0083333333333
..\..\data\sasktoon.mid,sasktoon.mid,2,1892,{0},83.99996640001343,2/4,F,223.50833333333333
..\..\data\satisfed.mid,satisfed.mid,2,2044,{0},98.09996713651101,2/4,Bb,278.51666666666665
..\..\data\scandlus.mid,scandlus.mid,2,1676,{0},82.00003553334874,2/4,C,213.00833333333333
..\..\data\scroochn.mid,scroochn.mid,2,1559,{0},180.04014895321657,4/4,Bb,346.51666666666665
..\..\data\scrubrag.mid,scrubrag.mid,2,1370,{0},85.00004250002125,2/4,Eb,163.00833333333333
..\..\data\sensatn.mid,sensatn.mid,2,2093,{0},96.97001040811445,2/4,G,259.05
..\..\data\sentmntl.mid,sentmntl.mid,2,2849,{0},80.0,2/4,Eb,299.01666666666665
..\..\data\shakeyod.mid,shakeyod.mid,3,1819,"{0, 85}",180.00018000018,4/4,F,522.0083333333333
..\..\data\shamrock.mid,shamrock.mid,2,1772,{0},170.42985249296268,4/4,Eb,335.2
..\..\data\sheath.mid,sheath.mid,2,2520,{0},77.99997660000702,2/4,G,290.0083333333333
..\..\data\shvlfish.mid,shvlfish.mid,2,3133,{0},89.9999550000225,2/4,C,395.34166666666664
..\..\data\silksrag.mid,silksrag.mid,2,3987,{0},110.40005299202544,2/4,C,1017.0083333333333
..\..\data\skedadle.mid,skedadle.mid,2,1808,{0},105.99995053335641,2/4,G,270.51666666666665
..\..\data\skeleton.mid,skeleton.mid,2,1345,{0},105.99995053335641,2/4,F,201.34166666666667
..\..\data\skyrockt.mid,skyrockt.mid,2,2308,{0},92.08004211127259,2/4,G,283.9166666666667
..\..\data\sleepyhr.mid,sleepyhr.mid,2,2940,{0},163.9998469334762,4/4,Eb,556.0166666666667
..\..\data\sleepylu.mid,sleepylu.mid,2,2087,{0},75.99996960001216,2/4,Eb,203.00833333333333
..\..\data\slivers.mid,slivers.mid,2,2104,{0},69.99998833333528,2/4,C,269.0083333333333
..\..\data\slpryelm.mid,slpryelm.mid,2,1726,{0},73.99998273333736,2/4,Eb,237.00833333333333
..\..\data\slpysdny.mid,slpysdny.mid,2,2266,{0},77.99997660000702,2/4,G,269.01666666666665
..\..\data\slvrbell.mid,slvrbell.mid,3,2637,"{0, 14}",104.99992125005906,2/4,G,373.0083333333333
..\..\data\slvrswan.mid,slvrswan.mid,2,2457,{0},83.08005455590249,2/4,Bb,318.01666666666665
..\..\data\smiler.mid,smiler.mid,2,1981,{0},80.0,2/4,F,277.0083333333333
..\..\data\smkytpz.mid,smkytpz.mid,2,2515,{0},75.0,2/4,Ab,339.0083333333333
..\..\data\smmrbrze.mid,smmrbrze.mid,2,2444,{0},69.99998833333528,2/4,C,309.0083333333333
..\..\data\snowbabe.mid,snowbabe.mid,2,2316,{0},96.0,2/4,A,277.0083333333333
..\..\data\snowball.mid,snowball.mid,2,2969,{0},145.00003625000906,3/4,F,748.0083333333333
..\..\data\snrgsmpn.mid,snrgsmpn.mid,3,2378,"{57, 58, 52}",156.000156000156,1/4,C,424.675
..\..\data\solace.mid,solace.mid,2,2156,{0},56.99997720000912,2/4,C,496.0083333333333
..\..\data\somthngd.mid,somthngd.mid,2,2284,{0},80.0,2/4,F,301.34166666666664
..\..\data\sourgrps.mid,sourgrps.mid,2,2359,{0},91.99998773333498,2/4,C,267.0083333333333
..\..\data\sponge.mid,sponge.mid,2,2052,{0},75.0,2/4,Ab,239.00833333333333
..\..\data\sragmed1.mid,sragmed1.mid,2,1634,{0},129.7000038910001,4/4,Bb,461.0083333333333
..\..\data\sragmed2.mid,sragmed2.mid,2,2009,{0},75.0,2/4,Ab,318.0083333333333
..\..\data\srchlite.mid,srchlite.mid,2,2604,{0},72.00002880001152,2/4,Bb,299.0083333333333
..\..\data\standbyf.mid,standbyf.mid,2,2519,{0},125.28005311874253,2/4,F,417.59166666666664
..\..\data\stlouis.mid,stlouis.mid,2,2193,{0},96.99995311668933,2/4,C,296.0083333333333
..\..\data\stltckle.mid,stltckle.mid,2,2640,{0},80.0,2/4,C,337.0083333333333
..\..\data\stngingb.mid,stngingb.mid,2,1962,{0},104.99992125005906,2/4,C,294.0083333333333
..\..\data\stoptime.mid,stoptime.mid,3,3035,"{0, 115}",104.99992125005906,2/4,C,308.0083333333333
..\..\data\strelife.mid,strelife.mid,2,2482,{0},80.19996524668173,2/4,C,307.45
..\..\data\sugrcane.mid,sugrcane.mid,2,2610,{0},89.00004005001803,2/4,Bb,294.0083333333333
..\..\data\sumthind.mid,sumthind.mid,2,1862,{0},75.99996960001216,2/4,F,293.0083333333333
..\..\data\sunburst.mid,sunburst.mid,2,2257,{0},86.00005160003096,2/4,G,298.01666666666665
..\..\data\sunflwrd.mid,sunflwrd.mid,2,2689,{0},75.20003208534702,2/4,Bb,307.3333333333333
..\..\data\surefire.mid,surefire.mid,2,1828,{0},89.9999550000225,2/4,F,267.0083333333333
..\..\data\swaneerg.mid,swaneerg.mid,2,2611,{0},95.95992713442867,2/4,C,430.23333333333335
..\..\data\swaneerp.mid,swaneerp.mid,2,2525,{0},172.00010320006191,4/4,C,530.85
..\..\data\swipesy.mid,swipesy.mid,2,2371,{0},88.14999603325018,2/4,Bb,299.575
..\..\data\swmptwns.mid,swmptwns.mid,2,2008,{0},89.9999550000225,2/4,G,238.00833333333333
..\..\data\swtpckls.mid,swtpckls.mid,2,1862,{0},82.00003553334874,2/4,Ab,303.0083333333333
..\..\data\sycamore.mid,sycamore.mid,2,2119,{0},98.25997952917093,2/4,G,267.2
..\..\data\sympjspr.mid,sympjspr.mid,2,2226,{0},173.99979120025057,4/4,G,487.0083333333333
..\..\data\tangleft.mid,tangleft.mid,2,2662,{0},75.99996960001216,2/4,C,299.0083333333333
..\..\data\teasinrg.mid,teasinrg.mid,2,2535,{0},91.99998773333498,2/4,G,264.0083333333333
..\..\data\temptatn.mid,temptatn.mid,2,2211,{0},97.9999836666694,2/4,Eb,285.0083333333333
..\..\data\tennjubl.mid,tennjubl.mid,2,1680,{0},170.0000850000425,4/4,C,470.0083333333333
..\..\data\texasfox.mid,texasfox.mid,2,2839,{0},143.99988480009216,4/4,Ab,516.0083333333333
..\..\data\thatgosh.mid,thatgosh.mid,2,2589,{0},90.24999247916729,2/4,Ab,236.40833333333333
..\..\data\thatsent.mid,thatsent.mid,2,2731,{0},75.99996960001216,2/4,F,308.01666666666665
..\..\data\thatxrag.mid,thatxrag.mid,2,2683,{0},191.78029649233838,4/4,F,492.2583333333333
..\..\data\thecandy.mid,thecandy.mid,2,2392,{0},88.00002346667293,2/4,Eb,267.0083333333333
..\..\data\thepeach.mid,thepeach.mid,2,2580,{0},64.99999458333379,2/4,F,299.0083333333333
..\..\data\thirdavl.mid,thirdavl.mid,2,2449,{0},82.00003553334874,2/4,F,302.51666666666665
..\..\data\thompson.mid,thompson.mid,2,916,{0},120.0,2/4,D,135.09166666666667
..\..\data\thpippin.mid,thpippin.mid,2,1783,{0},82.00003553334874,2/4,Ab,227.00833333333333
..\..\data\thriller.mid,thriller.mid,2,1895,{0},95.8800349003327,2/4,Ab,230.125
..\..\data\tickled2.mid,tickled2.mid,2,1886,{0},196.0002874670883,4/4,Ab,495.09166666666664
..\..\data\tntntlzr.mid,tntntlzr.mid,2,1627,{0},80.99997165000993,2/4,F,235.00833333333333
..\..\data\tobasco.mid,tobasco.mid,2,2222,{0},172.00010320006191,3/4,G,577.0083333333333
..\..\data\toboggan.mid,toboggan.mid,2,2113,{0},100.83999717648008,2/4,C,302.53333333333336
..\..\data\tomjerry.mid,tomjerry.mid,2,2684,{0},75.99996960001216,2/4,C,300.0083333333333
..\..\data\toomchrb.mid,toomchrb.mid,2,2024,{0},170.0000850000425,4/4,C,490.0083333333333
..\..\data\toomuchm.mid,toomuchm.mid,2,1855,{0},96.0,2/4,F,309.0083333333333
..\..\data\topliner.mid,topliner.mid,2,2996,{0},85.00004250002125,2/4,Ab,298.0083333333333
..\..\data\totlydif.mid,totlydif.mid,2,2381,{0},75.99996960001216,2/4,Eb,227.00833333333333
..\..\data\trilby.mid,trilby.mid,2,1931,{0},115.20007372804719,2/4,C,332.0083333333333
..\..\data\trombone.mid,trombone.mid,2,2608,{0},145.20004936801678,4/4,F,676.0083333333333
..\..\data\troubadr.mid,troubadr.mid,2,2923,{0},77.99997660000702,2/4,Bb,301.0083333333333
..\..\data\trouble.mid,trouble.mid,2,2073,{0},82.00003553334874,2/4,C,235.00833333333333
..\..\data\Twelfth_Street_Rag_[1914]_composed_by_Euday_L._Bowman_www.ragtimemusic.com.mid,Twelfth_Street_Rag_[1914]_composed_by_Euday_L._Bowman_www.ragtimemusic.com.mid,2,1983,{0},189.1902970602981,4/4,Bb,492.01666666666665
..\..\data\vacreepr.mid,vacreepr.mid,2,1879,{0},94.99999208333399,2/4,C,340.0083333333333
..\..\data\variety.mid,variety.mid,2,2149,{0},96.05994140343574,2/4,F,308.01666666666665
..\..\data\victory.mid,victory.mid,2,2509,{0},95.9100747139482,2/4,C,310.125
..\..\data\virginia.mid,virginia.mid,2,1615,{0},100.0,2/4,G,237.00833333333333
..\..\data\walknrbr.mid,walknrbr.mid,2,2220,{0},85.2000426000213,2/4,D,316.0083333333333
..\..\data\wallst.mid,wallst.mid,2,2563,{0},81.85996761073949,2/4,C,278.01666666666665
..\..\data\watrmelt.mid,watrmelt.mid,2,2321,{0},151.99993920002433,4/4,G,537.0083333333333
..\..\data\weary.mid,weary.mid,2,1955,{0},218.00028340036843,4/4,G,590.4583333333334
..\..\data\weepingw.mid,weepingw.mid,2,2451,{0},69.82996403756852,2/4,G,299.10833333333335
..\..\data\whoamaud.mid,whoamaud.mid,2,2202,{0},87.85995123772706,2/4,C,267.9916666666667
..\..\data\whoanell.mid,whoanell.mid,2,3014,{0},73.99998273333736,2/4,Eb,334.0083333333333
..\..\data\whoauhfr.mid,whoauhfr.mid,2,1906,{0},85.00004250002125,2/4,Bb,241.00833333333333
..\..\data\wholcout.mid,wholcout.mid,3,2643,"{0, 60}",89.9999550000225,2/4,C,319.0083333333333
..\..\data\whtremus.mid,whtremus.mid,2,1661,{0},172.00010320006191,4/4,Eb,502.0083333333333
..\..\data\wildcher.mid,wildcher.mid,2,2044,{0},109.99990833340972,2/4,C,342.84166666666664
..\..\data\windcity.mid,windcity.mid,2,2098,{0},195.21019257485497,6/8,Eb,465.25
..\..\data\wireless.mid,wireless.mid,2,1744,{0},96.0,2/4,Eb,204.00833333333333
..\..\data\wrldfair.mid,wrldfair.mid,2,2299,{0},75.0,2/4,Eb,253.00833333333333
..\..\data\wwashman.mid,wwashman.mid,2,1999,{0},89.9999550000225,2/4,C,238.00833333333333
..\..\data\wwillowr.mid,wwillowr.mid,2,1703,{0},80.0,2/4,Eb,235.00833333333333
..\..\data\xlrag.mid,xlrag.mid,2,2282,{0},94.80994556328959,4/8,Db,275.0083333333333
..\..\data\yellwdog.mid,yellwdog.mid,2,2124,{0},151.99993920002433,4/4,D,384.5083333333333
..\..\data\ywesmile.mid,ywesmile.mid,2,1742,{0},86.00005160003096,2/4,F,238.00833333333333
..\..\data\ziz.mid,ziz.mid,2,2705,{0},120.3299447083904,2/4,Bb,438.01666666666665
